id,survey_item,response
fcd62c2ce5,I think I learned a lot from this course,Strongly agree
fcd62c2ce5,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
fcd62c2ce5,I think the content on the website clearly communicated the concepts,Agree
fcd62c2ce5,I think the instructors clearly communicated the concepts,Agree
fcd62c2ce5,I think there was good alignment between the learning activities,Agree
fcd62c2ce5,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
fcd62c2ce5,"In general, I think this is a good course",Strongly agree
048a968064,I think I learned a lot from this course,Strongly agree
048a968064,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
048a968064,I think the content on the website clearly communicated the concepts,Strongly agree
048a968064,I think the instructors clearly communicated the concepts,Strongly agree
048a968064,I think there was good alignment between the learning activities,Strongly agree
048a968064,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
048a968064,"In general, I think this is a good course",Strongly agree
ae2215f8bd,I think I learned a lot from this course,Strongly agree
ae2215f8bd,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
ae2215f8bd,I think the content on the website clearly communicated the concepts,Agree
ae2215f8bd,I think the instructors clearly communicated the concepts,Agree
ae2215f8bd,I think there was good alignment between the learning activities,Strongly agree
ae2215f8bd,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
ae2215f8bd,"In general, I think this is a good course",Strongly agree
b0138f09f9,I think I learned a lot from this course,Strongly agree
b0138f09f9,I think there was a good mix of learning activities that encouraged my active participation,Agree
b0138f09f9,I think the content on the website clearly communicated the concepts,Strongly agree
b0138f09f9,I think the instructors clearly communicated the concepts,Agree
b0138f09f9,I think there was good alignment between the learning activities,Agree
b0138f09f9,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
b0138f09f9,"In general, I think this is a good course",Strongly agree
7c72855deb,I think I learned a lot from this course,Agree
7c72855deb,I think there was a good mix of learning activities that encouraged my active participation,Agree
7c72855deb,I think the content on the website clearly communicated the concepts,Agree
7c72855deb,I think the instructors clearly communicated the concepts,Neutral
7c72855deb,I think there was good alignment between the learning activities,Agree
7c72855deb,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
7c72855deb,"In general, I think this is a good course",Strongly agree
0a2000357b,I think I learned a lot from this course,Strongly agree
0a2000357b,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
0a2000357b,I think the content on the website clearly communicated the concepts,Strongly agree
0a2000357b,I think the instructors clearly communicated the concepts,Agree
0a2000357b,I think there was good alignment between the learning activities,Agree
0a2000357b,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Disagree
0a2000357b,"In general, I think this is a good course",Strongly agree
b7f1cb6358,I think I learned a lot from this course,Strongly agree
b7f1cb6358,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
b7f1cb6358,I think the content on the website clearly communicated the concepts,Strongly agree
b7f1cb6358,I think the instructors clearly communicated the concepts,Strongly agree
b7f1cb6358,I think there was good alignment between the learning activities,Agree
b7f1cb6358,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
b7f1cb6358,"In general, I think this is a good course",Strongly agree
009b8615d5,I think I learned a lot from this course,Agree
009b8615d5,I think there was a good mix of learning activities that encouraged my active participation,Agree
009b8615d5,I think the content on the website clearly communicated the concepts,Agree
009b8615d5,I think the instructors clearly communicated the concepts,Agree
009b8615d5,I think there was good alignment between the learning activities,Agree
009b8615d5,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
009b8615d5,"In general, I think this is a good course",Agree
6315ed5df2,I think I learned a lot from this course,Strongly agree
6315ed5df2,I think there was a good mix of learning activities that encouraged my active participation,Agree
6315ed5df2,I think the content on the website clearly communicated the concepts,Strongly agree
6315ed5df2,I think the instructors clearly communicated the concepts,Strongly agree
6315ed5df2,I think there was good alignment between the learning activities,Strongly agree
6315ed5df2,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
6315ed5df2,"In general, I think this is a good course",Strongly agree
b518034f57,I think I learned a lot from this course,Agree
b518034f57,I think there was a good mix of learning activities that encouraged my active participation,Agree
b518034f57,I think the content on the website clearly communicated the concepts,Strongly agree
b518034f57,I think the instructors clearly communicated the concepts,Strongly agree
b518034f57,I think there was good alignment between the learning activities,Strongly agree
b518034f57,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
b518034f57,"In general, I think this is a good course",Strongly agree
